,ep_id,scout_text,type
4068,45745,"Listed as Stefan in AJHL stats, and Stephane in AMHL/WHL stats.",No
4072,99087,Father: Mark Lofthouse,No
4075,32528,"Father: Pierre Lamoureux
Brothers: Jacques Lamoureux, Jean-Philippe Lamoureux & Mario Lamoureux
Sisters: Jocelyne Lamoureux & Monique Lamoureux
Brother-in-law: Brent Davidson",No
4076,15747,"A forward with fine puck handling. A pretty good finisher who protects the puck well and is good at setting up plays thanks to his hockey sense. Nice size and pretty good strength. A very creative player with good work ethic. Plays well in all three zones. Decent skater, but could become faster. (Matias Strozyk)

Sister: Fanny Rask, Cousins: Kasper Emanuelsson, Simon EmanuelssonUncle: Peter Emanuelsson",Yes
4079,317390,"Father: John Johnson
Brother: Johnny Corneil",No
4082,252476,"A feisty two-way winger that uses his size and speed to open up space for himself and teammates. Understands both sides of the puck well, and skates hard up and down the ice. Positionally sound and reads plays well. While not always the fastest player on the ice, his skating ability is noteworthy and he can catch the opposition off-guard on the rush. Not afraid to get into the mix, and will get under the skin of opponents. Definitely a team-first player that will find a way to make an impact for his line with each shift. (Curtis Joe, EP 2017)

Family Relations
Brother: Davis Gadjovich",Yes
4083,242289,Brother: Vincent Le Coultre,No
4084,98663,"A big body that loves to play physical and does it well. Wilson is only an average skater, but excels when it comes to initiating physical plays,  working hard and back checking. Power forward with some offensive skills. Will drop the gloves. (EP 2012)
Brother: Jamie Wilson",Yes
4089,79504,"StrÃ¡nskÃ½ is a winger with good offensive instincts. Boasting excellent size, he can protect the puck well, especially along the boards and in the corners. Not overly speedy, but has terrific edgework. Owns a fine shot, too.- Erik K. Piri, EP (2016)

Grandfather: Vladimir Stransky
Father: Darek Stransky
Uncles: Vladan Stransky and Vit Stransky
Brother: Simon Stransky",Yes
4090,147994,Team Staff profile of Trevor Solomon also available,No
4091,13841,Team Staff profile of Zach McCullough also available,No
4096,10656,"An offensive-minded defenseman, Seabrook owns a fine shot and a good passing game.
However, his defensive play could use improvement.

Brother: Brent Seabrook",Yes
4100,135772,"A player who is small in stature, he can sometimes appear invisible: because he is a blur. Makes high percentage plays through the neutral zone, and then uses his speed to enter the opposition's end of the ice. Creative from the hashmarks down and can create scoring chances in a multitude of ways. All-in-all, a dynamic skater with good puck skills and a high level of hockey intelligence. (Curtis Joe, EP 2014)

Brother: Nils Schweri",Yes
4102,108400,Brother: Ken Schmidli,No
4104,9249,"Sekera is a smart defenseman with great skating ability. Has fine passing ability and puck skills, which makes him a quality powerplay option. Somewhat lacking in size, he can have problems with big forwards. - Ulf Andersson, EP",Yes
4106,84238,Brother: Tyler Benson,No
4107,10476,"Kuchejda is a speedy winger with good vision offensively, along with fine passing skills. Always works hard and plays with lots of intensity. Could improve his defensive game.- Ulf Andersson, EP",Yes
4109,41184,An offensively very skilled defenseman that plays a decent defensive game at the same time. Gifted skater with nice puck skills and a good shot. Not a very physical player. (EP 2012),Yes
4110,59236,Brother: Jeff Peel,No
4111,33620,Team Staff profile of Nathan Martine also available,No
4118,37648,Brother: Greg Sartoretto,No
4119,22927,"A very skilled center with a very good understanding of the game. Excellent puck control, soft hands and quick skating. Has a very good shot. Weaknesses are physical game and defensive skills. (Matias Strozyk)",Yes
4124,9426,Team Staff profile of Joe Grimaldi also available,No
4126,258636,"Crawley is a tenacious defensive defenceman who also showed the ability to move the puck well as the season went on in London. He loves the physical play although he is not overly big. He adjusted well during his OHL rookie season to the speed of the game and could have a big year next year on what will be a strong London team. (Tyler Parchem, EP 2015)",Yes
4128,31287,Team Staff profile of Connor Redmond also available,No
4129,102226,"Father: Jim Playfair
Brothers: Austyn Playfair, Dylan Playfair
Uncle: Larry Playfair
Cousins: Dennis Playfair & Michael Playfair",No
4130,19148,"Mark Barberio is a puck-moving defenseman, who has strong offensive instincts and jumps into the play when he sees an opening. Is a shifty skater, with very good quickness and excellent speed. Has strong vision and makes a good first pass out of his zone to start the transition game. Possesses a good shot, which makes him a valuable option for the power play. (by Rafik Soliman, March 2016)",Yes
4132,199280,"Small and tenacious player. Looks to make a name for himself in London next year after getting a cup of coffee this year. (Tyler Parchem, EP 2013)",No
4133,18802,Team Staff profile of Jonathan Carrier also available,No
4138,312825,Father: Leonid Toropchenko,No
4144,213471,Brother: FÃ©lix Boivin,No
4146,9346,"McDonough is a very speedy center. Plays a well-rounded game and is pretty tough despite not being very big.- Ulf Andersson, EP


Brother: Jason McDonough",Yes
4147,189373,"Schmalz is a huge, powerful forward who has grown into his body this season. If not for playing on such a weak team. Schmalz would have put up better numbers. He is not the best skater, but knows how to use his massive frame well. (Tyler Parchem, EP 2015)

Brother: Connor Schmalz",Yes
4151,11620,"Holloway is a skilled winger with a great shot and playmaking ability.  Plays a well-rounded game and can fill in at any forward position. Has good leadership qualitiles and work ethic. Excellent when manning the powerplay point, he can also kill penalties.- Erik K. Piri, EP
Cousin: Brayden Holloway",Yes
4154,19354,Father: Karel Soudek,No
4156,80818,Full name: Samuel McKechnie,No
4157,15392,Team Staff profile of Brendan Taylor also available,No
4160,100800,Brother: Dustin Nikkel,No
4162,201447,Brothers: Nicholas Chmelevski and Ilia Chmelevski,No
4164,245115,Brother: Bradey Johnson,No
4166,166558,Brother: Daniil Baldayev,No
4168,76340,Father : Claude Verret,No
4171,187367,Brother: Gabriel Waked,No
4177,168680,"Brother: Danil Zinovyev
Brother-in-law: Yevgeni Kuznetsov",No
4178,18089,"Father: Roman Horak
Uncle: Michal Horak",No
4180,75951,"A winger with a good shot, Pearson also controls the puck very well. Likes going to the net. Is a quick skater and has good hockey sense. - Erik K. Piri, EP",Yes
4181,37156,"Brothers: Andrew Fyten, Seth Fyten & Tyler Fyten
Sister: Caitlin Fyten",No
4184,32870,"Caron is a winger with great size and willingness to crash the net. Owns a good shot and decent offensive instincts. Is very strong along the boards, and is a solid defensive player, too.- Erik K. Piri, EP (2015)",Yes
4187,8794,"A passionate scoring winger, Alexander Radulov creates chances offensively whenever heâ€™s on the ice. Possesses quick hands and tremendous puck skills. Radulov has good size and strength, while he does a great job protecting the puck and is hard to knock off it. A fast skater, who has strong shooting tools and can rip hard wrist or backhand shots. Radulov has excellent vision and can make fine seem plays. Has improved his play without the puck, itâ€™s still among his weaknesses, though. A true game-breaking forward, who has matured over the past couple of years and can electrify a teamâ€™s offense. (by Rafik Soliman, February 2017)


Father: Valeri Radulov  Brother: Igor Radulov",Yes
4194,1255,"Wikner is a good skater that works okay. A forecheckar that is not afraid to agitate and play a bit dirty. Not an easy player to play against. Offensively his skills are rather limited. Brother: Jens Wikner, Twin Brother: John Wikner",Yes
4195,465160,"Harley skates well and stands out with his hockey sense, especially when handling the puck. He sees openings many players don't and is a very good passer. On the downside, there is room for improvement when it comes to his decision making and compete level. (EP 2019) Brother: Stuart Harley, Sister: Emilie Harley",Yes
4197,10990,Brother: Chris Kaleta,No
4199,42797,Father: Eduard Uvira,No
4200,320305,Cousin: Zachery Bennett,No
4201,120924,2011 WHL draft info lists birthdate as 1996-03-20,No
4204,37612,"Mazurek overcame many challenges throughout his hockey career. He had nice size and was strong on the puck, he was also willing to throw his weight around and drop the gloves. A great team player.

Brother: Michael Mazurek",Yes
4206,86761,"A strong defenseman with a good physical game and a very hard shot. Contributes in both ends and is quite well-rounded. Needs to work on his skating. (EP, 2013)
Brother: Derrick Pulock",Yes
4212,30928,Team Staff profile of Joshua Day also available,No
4215,45129,"Brother : Steven Oligny, Cousins: Jimmy Oligny Dominik Oligny",No
4216,37526,Twinn Brother:Michael Roski,No
4218,348180,Brother: Jackson Kuhn,No
4220,57121,Uncle: Lanny McDonald,No
4222,9493,Brother: Chris Berti,No
4223,23160,Cousin: Kevin Walrod,No
4225,16592,Team Staff profile of Jesse Messier also available,No
4227,23334,Brother: Landyn Hickmott,No
4228,213567,Sister : LaÃ«titia Mongo,No
4230,45516,Brother: Kyle Aschim,No
4233,15018,"A good skating forward who uses his speed to create offense. Has a good shot and hands. (EP 2008)

Brother: Jonathan Toews",Yes
4236,11666,"Father: Dean Dorsett
Brother: Chad Dorsett
Cousin: Shayne Neigum",No
4238,45522,Brother: Trace Elson,No
4242,120212,Brother: Dalton Thrower,No
4244,11663,Team Staff profile of Jason Reese also available,No
4245,82316,"A very smart two-way defenseman with leadership qualities. Plays with great authority. Very smart in his own end and valuable offensively with a good passing game and a hard shot. (EP 2012)


Cousins: Carlo Colaiacovo, Paulo Colaiacovo",Yes
4247,9185,"Luc Bourdon passed away after a motorcycle accident in northern New Brunswick, Thursday, May 29, 2008.",No
4250,88675,Also wore #5 & #17 for Whitecourt Wolverines in 2012-13.,No
4253,36722,Team Staff profile of Tommy Tremblay also available,No
4255,195389,"An excellent offensive defenceman whose killer instincts in the offensive zone allow him to materialize scoring chances. Very shifty skater who is highly mobile. Good puckhandling ability and puck control; makes quick decisions with the puck in traffic and under pressure. Reliable defensively, but is much more effective when utilizing his offensive tools at the other end of the ice. All-in-all, a smart, smooth-skating defenceman who can play in most situations and excel in an offensive position. (Curtis Joe, EP 2015)

Twin brother: Matt Green",Yes
