,ep_id,scout_text
3838,23811,Cousin: Mike Zigomanis
3841,11678,"Bohunický is a huge defenseman who plays a very physical game. Skates well for his size. A stay-at-home guy, he also has decent offensive skill.- Ulf Andersson, EP"
3845,31288,"Hamilton is a winger with good size and two-way smarts. Plays a well-rounded game with grit and tenacity. Goes to the tough areas of the ice to create his offense. Isn't a punishing hitter, but uses his body well.- Erik K. Piri, EP (2014)

Father: Bruce Hamilton"
3849,37534,Full name: Alexander Beaton
3853,37114,Brother: Kyle Beach
3857,59358,Team Staff profile of Reid Gow also available
3864,131304,"A slippery offensive center with tons of skill and offensive prowess. When he is confident with the puck, he can pull off moves that open up a lot of time and space for himself and teammates. Can create a lot of dangerous chances through utilizing his smooth skating and knowledge of the offensive end. Continues to get better in his own end, defensively and physically. All-in-all, a smart, hard-working center who continues to improve in all areas, game by game, and is not far off from becoming a complete, well-rounded hockey player who can dominate offensively. (Curtis Joe, EP 2014)"
3865,335704,Brother : Antoine Crête-Belzile
3871,30440,Brother: Lucas Bloodoff
3872,86408,Team Staff profile of Chad Scharff also available
3874,31264,"A hard-working winger who protects the puck well. A strong skater with an excellent shot. Moves well and is a good finisher. Plays hard and with a lot of strength. Reads the game well. (Matias Strozyk)

Brother: George Saad"
3875,30443,"Reinhart is a speedy center with fine two-way instincts and all-around ability. He's also a good passer with solid vision and hockey sense. Always works hard on the ice and is a quality team guy. Could use some more bulk to improve his physical game.- Erik K. Piri, EP (2014)
Brothers: Griffin Reinhart, Sam Reinhart
Father: Paul Reinhart"
3877,33892,Team Staff profile of Nathan Chiarlitti also available
3880,205556,Brother: Taylor Raddysh
3881,117018,Brother: Josh Dickinson
3886,204911,"Also wore #8 for London Jr. Knights Gold Min Mdgt in 2011-12.

White is a smart defenseman who skates well and makes good passes. He was buried on a deep Soo team this season so his numbers are lower then they could have been on a weaker team. He is not overly physical on the backend but has a good stick and is often in the right position to break up the play. Could potentially break out next season and could be a smart pick in the later rounds. (Tyler Parchem, EP 2015)"
3887,290171,"Poulin is a very all-round player. He plays a good two-way game and has very few weaknesses to his game. Furthermore, he competes hard, has leadership qualities and is a decent point producer. (EP 2019)

Father: Patrick Poulin  Brother: Nicolas Poulin"
3890,9231,"Father: Petr Kalus

Brother: Marek Kalus"
3891,118237,"Name also listed/spelled as Evan De Haan and Evan Dehaan

Brother: Calvin de Haan"
3901,23670,Team Staff profile of Dominic DeSando also available
3903,245100,Uncle: Cory Bricknell
3905,32866,Full name: Robert McEwan
3907,131215,Brother: Jordan Steenbergen
3909,19171,"Della Rovere isn't a physically imposing guy, but he likes to play hard-nosed game and get under the skin of opponents. Sometimes crosses the line on some of his hits.
Is a solid defensive player."
3910,25760,"Brothers: Jordie Deagle, Kevin Deagle
Uncle: Brian Curran"
3915,23798,"Brothers: Dustin St. Denis, Travis St. Denis"
3922,23152,Brother: Dustin Sylvester
3923,51708,"Bourke is smart forward with good two-way instincts. A quick skater, he has the versatility to play both center and wing. Works hard and plays a gritty game, but is a bit on the small side.- Erik K. Piri, EP (2014)

Brother: Brad Bourke
Sister: Karla Bourke"
3926,9340,Brothers: Brett Shutron & Derek Shutron
3929,13941,Brother: Jordan DePape
3931,112809,"Small Forward who has speed and flash. Prolific scorer in both Minor Midget and Jr B, he was buried on a deep London team this year and will be in tough to make the team next season. Would benefit with more playing time. (Tyler Parchem, EP, 2013)"
3936,12172,Brother: Trevor Layton
3940,69017,"Brothers: Anton Blomqvist, Albin Blomqvist"
3941,48665,"Father: Rich Sutter
Uncles: Ron Sutter, Brent Sutter, Duane Sutter, Darryl Sutter, Brian Sutter, Gary Sutter
Cousins: Merrick Sutter, Brett Sutter, Brody Sutter, Shaun Sutter, Brandon Sutter, Riley Sutter

Sutter is a center who likes to use his size to play a physical game. A strong defensive player and penalty killer. Displays some offensive ability at times, but is more known for hitting and hard work. Could improve in the skating department."
3943,31574,Father: Steve Smith
3946,30686,"Christian Thomas is an explosive skater with terrific foot-speed. Has a smallish stature and is somewhat a soft player who rarely makes contact with other players. Thomas uses his quickness and skating gifts to put pressure on opponents on the forecheck, while using an active stick. Owns decent puck-skills and is a well-used recipient for long outlet passes, when he tries to burn defensemen with his blazing speed. (by Rafik Soliman, February 2015)

Father: Steve Thomas"
3948,240064,Brother: Casper Nässén
3950,41183,"Father: Paul Reinhart
Brothers: Max Reinhart, Sam ReinhartA large defenseman with solid skills at both ends of the ice. A strong player with room for improvement in his physical game. Defensively sound. Gives a good first pass and skates well considering his large frame. Not a flashy player but provides good all-round talent and is capable of handling big minutes. (Matias Strozyk, 2011)"
3951,117333,Uncle: Rick Gazzola
3954,23355,Regan is a big defenseman with a solid all-around game. Can be a good powerplay option and play a physical game.- Elite Prospects
3959,18595,"Wright is a forward with good size and hockey smarts. Plays with plenty of energy and grit, and a defensive conscience. Can play any position up front. Also has decent offensive ability, but lacks flair.- Erik K. Piri, EP (2013)"
3961,277804,"A diligent offensive forward that is productive at both ends of the ice. Predatory offensive instincts compliment his competitiveness and motivation to stay ahead of the play. Sees the ice very well and is creative with his abilities, willing to battle in front of the net and do the things that other players of his size would not. His defensive zone play is fascinating because he is always very proactive positionally; that being said, his style of defensive play is not very refined, and ill-suited to a more physical brand of hockey. All-in-all, a distinguished two-way competitor that will have the potential to develop into a crafty offensive producer as he gets stronger. (Curtis Joe, EP 2015)"
3965,130786,"Pavel Zacha is an offensively dynamic center with the size, speed, and skill to make a significant impact on the game. He can play physical, but is at his best when using his high-end offensive abilities, such as his shot, stickhandling, and footspeed, to generate numbers in the opposition's end of the ice. All-in-all, Zacha is a lethal weapon that can be depended upon to create, and finish, dangerous scoring chances whenever he is on the ice. (Curtis Joe, EP 2015)"
3966,8876,"A very skilled center, Schremp owns terrific vision and stickhandling ability. Excels on the powerplay, but isn't a great skater and lacks defensive acumen. (Erik K. Piri, EP 2011)
Brother: Tyler Schremp
Cousin: Chris Schremp"
3972,21568,"Thomson, 34, died on April 21, 2019, in London, Ont."
3974,119263,Listed as a right handed D in 2011/12 SJHL stats.
3975,273613,"Father: Wendel Clark
Uncles : Kerry Clark, Donn Clark
Second cousins: Barry Melrose, Joey Kocur & Kory Kocur
Third cousin: Jackson Kocur"
3977,12845,"Plastino is a skilled defenseman with a fairly well-rounded game. Excels on the powerplay with his mobility and passing skills.- Ulf Andersson, EP"
3983,30433,Brother: Austin Yadlowski
3990,11825,Team Staff profile of Dave Pszenyczny also available
3991,45585,Brother: Everett Clark
3995,154962,"A gritty, hard-working forward with a large frame. An agile skater for his size and is starting to work explosiveness into his game. Smart with and without the puck, and exhibits strength at both ends of the ice. Not the most physical player, but that side of his game will come naturally as he develops more bullish instincts. Loves to battle and works hard to win puck possession on open ice, along the boards, and in the corners. All-in-all, a sizeable forward who has the raw tools it takes to become an effective producer as he elevates his game. (Curtis Joe, EP 2015)

Family Relations
Father: Artis Ābols"
4001,234343,Father: Peter Marsh
4005,30897,"He can be utilized primarily as a center but also played on the left wing and defense. Also capable of being a puck moving, shoot from the point player on D. Has an exceptional NHL caliber shot that when utilized can be a scoring threat in all situations."
4007,19078,Missed most of 2012-13 season with a concussion.
4008,247945,"Kieffer Bellows is a skilled power forward who can dominate games. Possesses high end puckhandling ability as well as a crisp, accurate release on his shot. Proficient forechecker and loves to win puck battles, which stands out as a consistent part of his game. Strong skater who can bull through the opposition or go around them. Drives the net hard and is a decisive finisher. All-in-all, a competitor who punishes the opposition physically, as well as on the scoreboard. (Curtis Joe, EP 2016)

Father : Brian Bellows
Cousin : Spencer DeWolf"
4009,2627,"Starkov is a highly skilled Russian talent, now a Danish citizen. Blessed with top notch technical skills and very good hockey sense. Defensive game might not be the best, but his offensive skills are impressive. Scores points on regular basis. Fan favourite because of his flashy style of play.Father: Oleg Starkov"
4010,247053,Brother: Max Kryski
4011,62716,Team Staff profile of Rob De Fulviis also available
4013,264945,Brother: Ryan O'Reilly
4014,288377,"Father: Craig Streu
German/Canadian citizenship, but counted as Austrian under the federation's rules."
4017,97625,Name also listed/spelled Adam de Champlain and Adam De Champlain.
